2.344998,0.210000,4.024997,768.650085
14.787489,0.472500,3.709997,
-0.070000,1.487499,5.669996,
0.612500,-2.362498,9.537493,
2.379998,1.539999,8.609994,
-3.429997,7.367495,7.437495,
0.280000,0.560000,4.549997,
-2.782498,0.909999,4.934997,
-1.014999,0.839999,4.059997,
-2.379998,3.272498,2.852498,
-2.957498,-1.434999,1.837499,768.520569
-0.647500,-0.944999,0.630000,
-9.187493,6.912495,0.052500,
-15.399989,11.899991,-0.455000,
-3.517498,18.567486,0.192500,
12.092491,-18.479986,-11.917491,
-5.582496,0.612500,-3.779997,
6.317495,-3.727497,0.979999,
2.904998,-9.064994,-2.834998,
1.119999,-7.997494,-3.727497,
-0.717499,-10.167493,-5.827496,758.678406
2.834998,-6.334995,-5.599996,
-0.017500,-4.287497,-5.389996,
1.644999,-3.814997,-4.952497,
1.014999,-3.552497,-4.532497,
-2.344998,-2.204998,-3.989997,
0.297500,-0.087500,-2.257498,
1.347499,4.007497,2.974998,
1.522499,9.939993,10.114993,
6.614995,3.412498,11.759992,
1.784999,8.084994,5.879996,761.370422
2.082499,5.634996,5.757496,
-0.595000,5.109996,7.384995,
3.884997,2.572498,6.212495,
-0.682500,2.852498,4.427497,
2.764998,1.942499,6.527495,
-1.347499,0.472500,7.629994,
-3.219998,2.537498,9.152493,
-3.499997,2.939998,14.279989,
-0.874999,1.784999,17.622488,
-5.774996,-4.077497,15.889989,761.022827
-0.874999,-4.882496,8.259994,
0.630000,-2.309998,2.467498,
0.822499,3.797497,-0.332500,
1.872499,3.324998,-0.787499,
-1.714999,3.797497,-1.802499,
-1.802499,6.859995,-5.634996,
1.924999,9.992493,-8.049994,
2.834998,8.679994,-7.717494,
0.857499,6.474995,-5.512496,
5.004996,4.637496,-1.994999,753.996887
2.362498,1.802499,-0.035000,
0.927499,0.000000,0.402500,
1.312499,-1.679999,1.084999,
0.385000,-2.117498,1.767499,
-1.067499,-2.484998,1.084999,
-1.714999,-1.259999,0.087500,
0.630000,-2.117498,2.537498,
0.874999,-3.867497,2.939998,
-2.467498,-7.629994,2.064998,
-3.902497,-6.737495,0.892499,753.996887
-1.697499,-4.812497,2.239998,
-5.792496,-2.642498,3.464998,
-4.847497,-8.172494,0.717499,
2.309998,-5.267496,0.175000,
-0.332500,2.642498,-1.224999,
3.464998,-0.717499,3.709997,
3.044998,-2.747498,5.862496,
6.282495,1.977499,4.129997,
6.422495,0.280000,6.894995,
5.547496,3.254998,4.812497,750.637756
2.222498,2.362498,2.502498,
-1.382499,-0.665000,0.525000,
-6.999995,-3.132498,-4.847497,
