-4.532497,-4.269997,0.612500,999.675293
-5.424996,-1.609999,-1.049999,
-2.519998,4.094997,-2.134999,
3.692497,2.047498,-3.009998,
-2.939998,2.992498,-1.487499,
-2.257498,1.557499,2.502498,
1.434999,0.087500,-1.662499,
-2.729998,2.869998,-1.854999,
0.367500,1.434999,-7.402494,
2.572498,-2.239998,-10.902493,
3.324998,-6.404995,-8.399994,1000.032166
-1.767499,-3.727497,-10.097492,
0.717499,-1.644999,-5.599996,
-0.490000,-4.514997,-5.827496,
-2.187498,2.187498,-3.482497,
-0.455000,0.874999,-3.062498,
-1.329999,-3.499997,-1.014999,
2.344998,-2.659998,-4.532497,
-0.052500,-2.834998,-5.879996,
-2.992498,-5.652496,-5.039996,
-2.012499,-6.107496,-2.187498,1000.279297
-2.257498,-2.642498,-2.537498,
0.787499,-2.204998,7.052495,
-0.262500,0.332500,14.104990,
3.412498,4.689997,11.199992,
3.307498,10.009993,7.069995,
-2.939998,5.179996,2.239998,
3.132498,-0.962499,0.595000,
-3.832497,-3.272498,-1.574999,
2.449998,-2.152498,3.762497,
-2.099998,1.802499,3.027498,994.665344
1.224999,-0.280000,4.689997,
0.052500,1.224999,3.674997,
1.609999,0.927499,3.534997,
-0.577500,1.067499,2.957498,
0.035000,1.382499,3.254998,
1.347499,-0.052500,2.799998,
1.207499,1.014999,2.589998,
0.262500,0.892499,2.554998,
-0.262500,0.262500,0.979999,
-0.507500,-0.122500,-0.507500,1000.821472
-1.924999,-2.379998,-3.027498,
0.350000,-0.490000,-2.712498,
-1.644999,-3.062498,-3.342498,
1.014999,0.192500,-1.417499,
0.507500,2.957498,-3.709997,
0.979999,2.152498,-5.144996,
0.560000,-0.700000,-4.444997,
-1.784999,-1.574999,-2.887498,
-0.630000,-1.837499,-1.032499,
1.487499,0.385000,0.192500,998.165344
5.197496,-0.035000,0.665000,
-1.084999,0.175000,1.854999,
-3.149998,-0.157500,3.779997,
-1.784999,1.504999,2.274998,
-0.367500,0.682500,0.332500,
-0.122500,-0.087500,0.315000,
-0.332500,1.872499,2.239998,
-0.472500,0.455000,1.154999,
1.469999,1.627499,0.542500,
1.732499,1.522499,0.909999,997.815308
0.140000,0.700000,0.630000,
-0.367500,0.979999,1.259999,
-2.712498,0.035000,0.000000,
-2.029999,1.084999,1.889999,
-2.904998,0.087500,2.782498,
-1.732499,0.367500,2.467498,
-0.472500,2.554998,2.852498,
0.052500,0.717499,2.432498,
2.519998,1.154999,4.952497,
2.239998,0.525000,6.299995,997.657471
2.484998,0.595000,7.472495,
1.959999,-0.752499,7.332495,
0.297500,-2.117498,6.387496,
1.154999,-1.364999,8.732493,
-2.659998,-3.937497,3.184998,
2.974998,1.854999,2.064998,
2.239998,1.014999,-3.307498,
0.297500,0.402500,-4.847497,
-0.944999,-2.222498,-4.339997,
2.502498,1.189999,0.455000,995.818237
-0.420000,0.315000,-1.207499,
-1.644999,-0.472500,-1.207499,
1.277499,-2.309998,-0.839999,
2.869998,1.277499,-2.589998,
8.907494,15.154989,-1.767499,
6.544995,7.122495,-11.532492,
-12.284991,-5.284996,-13.527491,
-12.477491,-9.047493,-6.282495,
0.507500,5.179996,-2.187498,
2.169998,0.787499,-8.417494,994.836914
-2.642498,-2.099998,-5.984996,
0.227500,-0.262500,-0.787499,
2.362498,-0.210000,-2.064998,
1.889999,-1.802499,1.277499,
2.589998,2.257498,2.887498,
3.132498,1.767499,1.172499,
0.175000,1.434999,0.665000,
-0.280000,-1.627499,6.387496,
-0.175000,-5.914996,7.822495,
-1.977499,-0.017500,12.214992,993.141907
-4.392497,0.944999,13.877490,
-1.189999,-0.525000,19.494986,
5.407496,4.812497,21.892485,
6.877495,1.154999,14.717489,
3.167498,-5.862496,15.977489,
-2.992498,-5.774996,19.529985,
1.399999,-0.647500,22.592484,
1.102499,-3.587497,17.972486,
-0.507500,-2.922498,15.084989,
-2.852498,-3.132498,10.097492,992.249817
-1.329999,2.694998,7.297495,
-2.344998,1.942499,1.959999,
-3.289998,3.849997,2.834998,
-1.102499,1.417499,1.609999,
0.734999,-0.874999,-1.924999,
-1.049999,-1.067499,-3.324998,
-0.402500,-1.347499,-5.267496,
2.974998,-0.700000,-7.104995,
1.242499,-0.245000,-11.024992,
-1.767499,-0.262500,-13.404990,989.573792
-1.469999,0.787499,-12.232491,
-0.052500,1.014999,-14.437490,
-2.502498,2.554998,-13.579990,
-4.549997,8.609994,-12.249991,
-4.059997,1.854999,-9.239993,
-1.277499,1.014999,-3.342498,
-0.979999,5.267496,-2.642498,
-0.612500,0.350000,-7.384995,
-5.004996,-9.204993,-5.022496,
1.714999,-2.292498,-0.297500,986.712708
5.284996,-3.674997,-3.062498,
4.059997,-3.902497,0.804999,
0.367500,-3.937497,-0.472500,
1.119999,0.087500,3.132498,
2.799998,-1.154999,1.067499,
5.512496,2.624998,1.452499,
0.157500,2.414998,-2.957498,
1.102499,-2.747498,0.647500,
1.802499,0.857499,0.909999,
0.822499,-0.822499,2.869998,981.293091
0.192500,0.630000,-0.420000,
-1.417499,-1.154999,-1.014999,
0.979999,-0.052500,-0.734999,
1.434999,0.367500,1.102499,
0.787499,-0.175000,1.399999,
-2.099998,0.035000,0.542500,
-2.274998,-1.207499,2.939998,
1.137499,4.829997,2.642498,
2.659998,-3.867497,-0.245000,
-3.062498,1.802499,2.957498,978.693298
-2.012499,0.542500,-0.122500,
1.802499,-4.987496,-1.207499,
0.490000,-0.525000,1.784999,
0.752499,2.747498,1.154999,
-1.977499,-1.767499,-2.239998,
-3.202498,0.402500,4.339997,
-2.624998,4.392497,-0.350000,
0.017500,-3.534997,-0.507500,
-0.315000,-2.729998,-4.357497,
1.399999,0.350000,-0.420000,977.561584
-0.787499,0.560000,4.304997,
3.902497,1.557499,3.972497,
-3.797497,0.595000,0.052500,
0.227500,-5.459996,3.377497,
5.739996,2.204998,5.004996,
5.564996,-0.769999,3.254998,
1.399999,-2.082499,2.554998,
-2.152498,-3.954997,1.049999,
-3.149998,-6.789995,0.665000,
-1.802499,5.477496,3.622497,975.188477
3.762497,1.469999,1.137499,
2.292498,-1.574999,2.799998,
2.274998,2.852498,4.129997,
-0.769999,1.942499,-1.294999,
2.852498,0.525000,3.079998,
3.587497,4.899996,-1.924999,
0.874999,1.417499,2.502498,
0.717499,1.767499,1.329999,
2.397498,-1.959999,1.644999,
-2.554998,0.105000,-0.297500,976.649353
-1.714999,0.700000,4.059997,
0.979999,0.315000,3.814997,
0.892499,2.992498,-0.367500,
-0.857499,0.192500,-4.864996,
-3.779997,-4.182497,-9.869993,
-1.837499,0.367500,-4.987496,
-1.347499,-1.889999,-2.694998,
1.889999,1.627499,0.734999,
1.539999,-0.175000,-5.984996,
2.397498,1.819999,-3.412498,970.600403
0.017500,2.012499,0.944999,
0.192500,2.257498,3.779997,
-2.974998,0.420000,3.167498,
-3.762497,-2.782498,4.164997,
-3.762497,-4.094997,0.892499,
-1.959999,-3.552497,-0.350000,
-0.682500,-3.552497,-2.817498,
1.294999,-0.367500,-0.752499,
4.549997,-1.539999,-1.837499,
3.009998,-1.609999,-1.137499,967.610657
3.114998,-0.630000,-0.455000,
0.752499,-2.117498,-3.622497,
-1.837499,-3.044998,-1.277499,
1.014999,-3.814997,0.787499,
-1.924999,1.662499,3.779997,
-3.097498,3.132498,1.364999,
-2.677498,6.089995,0.979999,
-2.572498,3.692497,0.630000,
-0.472500,0.052500,3.359998,
-2.309998,3.552497,6.859995,964.182312
-2.572498,1.224999,8.662494,
-2.922498,0.297500,8.749993,
-0.420000,1.697499,7.839994,
0.700000,1.189999,2.922498,
0.612500,-0.560000,0.752499,
1.189999,2.817498,0.175000,
1.977499,-0.070000,-1.662499,
4.759996,-1.067499,-3.027498,
3.762497,1.207499,-3.464998,
1.819999,1.084999,-2.554998,963.681824
-2.974998,-1.697499,-4.182497,
-5.669996,-9.047493,-6.422495,
-0.122500,0.227500,-0.822499,
1.189999,8.032495,1.802499,
-1.767499,4.777496,5.057497,
1.242499,-2.992498,3.289998,
2.449998,0.647500,2.344998,
-0.017500,-1.049999,0.385000,
2.659998,0.210000,-0.402500,
1.959999,-0.542500,-3.867497,961.563354
1.679999,2.554998,-3.797497,
2.414998,-0.332500,-5.844996,
-3.604997,1.749999,2.362498,
-2.869998,-2.817498,-2.642498,
0.857499,1.399999,0.420000,
-1.522499,-4.042497,1.067499,
-0.909999,-1.084999,9.274993,
0.647500,-0.367500,7.769994,
3.237498,0.490000,6.614995,
-0.350000,1.714999,3.832497,955.859863
-2.397498,1.014999,0.752499,
2.467498,1.014999,0.630000,
-0.647500,-3.359998,-2.502498,
-2.922498,-0.874999,0.822499,
-2.012499,1.102499,-2.799998,
2.082499,3.132498,1.154999,
1.189999,-1.749999,-6.807495,
1.767499,-0.420000,-0.472500,
-2.362498,-8.907494,-3.674997,
-2.939998,1.102499,1.399999,955.229248
-0.385000,3.849997,1.294999,
1.242499,0.804999,1.329999,
0.455000,-0.437500,0.630000,
0.577500,1.889999,2.432498,
-2.204998,2.484998,-0.070000,
-4.392497,1.294999,-0.437500,
-0.420000,-3.604997,4.199997,
1.189999,-2.782498,5.669996,
2.607498,1.067499,5.547496,
2.379998,1.277499,3.552497,953.296326
2.169998,0.332500,1.207499,
-6.002496,-3.569997,0.874999,
-1.504999,-0.874999,4.724997,
-1.749999,0.909999,-2.677498,
-0.315000,-1.819999,0.927499,
-1.189999,-1.697499,3.272498,
1.277499,2.957498,2.117498,
2.292498,2.939998,-1.539999,
1.137499,-2.379998,-3.237498,
0.525000,-2.187498,-2.624998,954.447815
1.994999,2.379998,-3.254998,
1.872499,-0.367500,-5.564996,
1.242499,0.140000,-4.637496,
1.399999,-0.262500,-2.887498,
1.312499,0.787499,-2.379998,
-0.227500,0.052500,-0.262500,
-0.525000,-0.734999,1.137499,
-1.557499,-4.129997,-0.700000,
-1.207499,-0.612500,1.959999,
1.207499,-1.784999,4.462497,948.594727
2.729998,-0.962499,3.499997,
1.277499,-2.834998,1.504999,
0.892499,-0.822499,2.537498,
-2.064998,-2.362498,-1.207499,
-0.385000,0.367500,1.679999,
-1.242499,-0.595000,-1.574999,
-0.472500,1.224999,-1.364999,
0.385000,0.000000,-1.749999,
-0.822499,0.927499,-0.367500,
0.000000,1.382499,-0.385000,948.190430
-0.157500,0.105000,0.035000,
1.154999,1.277499,0.944999,
2.537498,-2.117498,0.892499,
3.219998,3.097498,2.922498,
0.332500,-1.364999,1.067499,
